,online_order,book_table,rate,votes,location,restrofacility,cuisines,cost for two,restro type,outlet location
44462,0,0,3.5,73,other,Quick Bites,other,400,Dine-out,Rajajinagar
44463,0,1,4.0,137,other,Casual Dining,other,700,Dine-out,Rajajinagar
44464,0,0,3.7,81,other,Casual Dining,"North Indian, South Indian, Chinese",600,Dine-out,Rajajinagar
44465,1,0,3.1,94,other,Quick Bites,other,350,Dine-out,Rajajinagar
44466,1,0,3.3,44,other,Casual Dining,other,650,Dine-out,Rajajinagar
44467,0,0,3.0,28,other,Quick Bites,other,450,Dine-out,Rajajinagar
44468,0,0,3.4,10,other,other,other,1800,Dine-out,Rajajinagar
44469,0,0,3.7,18,other,Casual Dining,North Indian,750,Dine-out,Rajajinagar
44470,1,0,2.3,180,other,Casual Dining,other,500,Dine-out,Rajajinagar
44471,1,0,3.8,27,other,Casual Dining,South Indian,500,Dine-out,Rajajinagar
44472,1,0,3.8,20,other,Quick Bites,other,400,Dine-out,Rajajinagar
44473,1,1,3.7,57,other,Casual Dining,other,900,Dine-out,Rajajinagar
44474,0,0,3.2,97,other,other,"North Indian, South Indian, Chinese",1000,Dine-out,Rajajinagar
44475,0,0,0.0,0,other,Casual Dining,"Chinese, North Indian",650,Dine-out,Rajajinagar
44476,0,0,0.0,0,other,Quick Bites,North Indian,400,Dine-out,Rajajinagar
44477,1,0,3.7,349,other,Casual Dining,other,600,Dine-out,Rajajinagar
44478,0,0,0.0,0,other,Quick Bites,other,250,Dine-out,Rajajinagar
44479,0,0,0.0,0,other,Quick Bites,other,400,Dine-out,Rajajinagar
44480,1,0,3.3,4,other,Casual Dining,other,450,Dine-out,Rajajinagar
44481,1,0,3.3,10,other,Casual Dining,"South Indian, North Indian, Chinese",600,Dine-out,Rajajinagar
44482,1,0,0.0,0,other,other,other,150,Dine-out,Rajajinagar
44483,0,0,0.0,0,other,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out,Rajajinagar
44484,0,0,0.0,0,other,Quick Bites,other,300,Dine-out,Rajajinagar
44485,1,0,3.4,590,other,Casual Dining,other,600,Dine-out,Rajajinagar
44486,0,0,3.5,15,other,Casual Dining,other,700,Dine-out,Rajajinagar
44487,0,0,3.7,31,other,Casual Dining,other,500,Dine-out,Rajajinagar
44488,0,0,3.4,7,other,Casual Dining,"North Indian, Chinese",700,Dine-out,Rajajinagar
44489,0,0,3.3,5,other,Casual Dining,"North Indian, Chinese, Biryani",550,Dine-out,Rajajinagar
44490,0,0,3.3,5,other,Quick Bites,other,300,Dine-out,Rajajinagar
44491,0,0,3.2,4,other,Quick Bites,other,400,Dine-out,Rajajinagar
44492,0,0,3.2,4,other,Casual Dining,"North Indian, Chinese",1000,Dine-out,Rajajinagar
44493,0,0,3.4,8,other,"Casual Dining, Bar","North Indian, South Indian, Chinese",800,Dine-out,Rajajinagar
44494,0,0,3.6,21,other,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Rajajinagar
44495,0,0,3.3,6,other,Quick Bites,South Indian,400,Dine-out,Rajajinagar
44496,0,0,4.0,84,other,"Casual Dining, Bar",other,1200,Dine-out,Rajajinagar
44497,1,0,2.9,96,other,Casual Dining,other,400,Dine-out,Rajajinagar
44498,0,0,3.1,9,other,Casual Dining,other,550,Dine-out,Rajajinagar
44499,1,0,3.7,75,other,Casual Dining,other,850,Dine-out,Rajajinagar
44500,0,0,4.3,332,other,Quick Bites,other,300,Dine-out,Rajajinagar
44501,1,0,3.8,216,other,Quick Bites,other,400,Dine-out,Rajajinagar
44502,0,0,3.2,10,other,Quick Bites,South Indian,300,Dine-out,Rajajinagar
44503,0,0,3.3,6,other,Quick Bites,other,400,Dine-out,Rajajinagar
44504,1,0,3.232387726934919,0,other,Quick Bites,other,250,Dine-out,Rajajinagar
44505,1,0,3.7,18,other,Quick Bites,other,200,Dine-out,Rajajinagar
44506,1,0,3.9,32,other,Quick Bites,other,800,Dine-out,Rajajinagar
44507,1,0,3.5,101,other,Quick Bites,other,400,Dine-out,Rajajinagar
44508,1,0,3.9,392,other,Quick Bites,other,400,Dine-out,Rajajinagar
44509,1,0,3.6,6,other,Quick Bites,other,200,Dine-out,Rajajinagar
44510,1,0,3.8,74,other,Quick Bites,other,350,Dine-out,Rajajinagar
44511,1,0,3.9,98,other,Quick Bites,South Indian,300,Dine-out,Rajajinagar
44512,0,0,3.8,102,other,Quick Bites,Biryani,350,Dine-out,Rajajinagar
44513,1,0,3.7,297,other,Quick Bites,other,400,Dine-out,Rajajinagar
44514,1,0,3.9,63,other,Quick Bites,North Indian,350,Dine-out,Rajajinagar
44515,1,0,3.9,266,other,other,other,600,Dine-out,Rajajinagar
44516,1,0,4.0,397,other,Quick Bites,North Indian,450,Dine-out,Rajajinagar
44517,1,0,3.4,11,other,Quick Bites,other,300,Dine-out,Rajajinagar
44518,1,0,3.0,89,other,Quick Bites,other,200,Dine-out,Rajajinagar
44519,0,0,3.5,46,other,Quick Bites,Biryani,300,Dine-out,Rajajinagar
44520,0,0,3.6,21,other,Quick Bites,Chinese,200,Dine-out,Rajajinagar
44521,0,0,3.0,75,other,Quick Bites,other,300,Dine-out,Rajajinagar
44522,0,0,3.4,9,other,Quick Bites,other,400,Dine-out,Rajajinagar
44523,0,0,3.1,38,other,Quick Bites,other,350,Dine-out,Rajajinagar
44524,0,0,3.3,4,other,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out,Rajajinagar
44525,0,0,3.3,5,other,Quick Bites,other,200,Dine-out,Rajajinagar
44526,1,0,3.8,99,other,Quick Bites,Fast Food,300,Dine-out,Rajajinagar
44527,0,0,3.6,4,other,Quick Bites,other,200,Dine-out,Rajajinagar
44528,1,0,3.4,9,other,Quick Bites,South Indian,350,Dine-out,Rajajinagar
44529,1,0,3.5,162,other,Quick Bites,other,400,Dine-out,Rajajinagar
44530,1,0,3.6,10,other,Quick Bites,other,400,Dine-out,Rajajinagar
44531,1,0,3.5,10,other,Quick Bites,other,300,Dine-out,Rajajinagar
44532,1,0,4.1,89,other,Quick Bites,other,400,Dine-out,Rajajinagar
44533,1,0,3.9,43,other,Quick Bites,other,300,Dine-out,Rajajinagar
44534,1,0,3.6,30,other,Quick Bites,"North Indian, Chinese",350,Dine-out,Rajajinagar
44535,0,0,3.3,8,other,Quick Bites,other,250,Dine-out,Rajajinagar
44536,0,0,3.3,7,other,Quick Bites,other,150,Dine-out,Rajajinagar
44537,0,0,3.6,68,other,Quick Bites,"South Indian, North Indian",450,Dine-out,Rajajinagar
44538,1,0,3.8,18,other,Quick Bites,other,250,Dine-out,Rajajinagar
44539,0,0,3.5,36,other,Quick Bites,South Indian,300,Dine-out,Rajajinagar
44540,1,0,3.2,71,other,Quick Bites,other,400,Dine-out,Rajajinagar
44541,0,0,0.0,0,other,Quick Bites,South Indian,300,Dine-out,Rajajinagar
44542,0,0,3.4,61,other,Quick Bites,Fast Food,150,Dine-out,Rajajinagar
44543,0,0,0.0,0,other,Quick Bites,South Indian,350,Dine-out,Rajajinagar
44544,0,0,3.232387726934919,0,other,Quick Bites,Biryani,400,Dine-out,Rajajinagar
44545,1,0,0.0,0,other,Quick Bites,Fast Food,200,Dine-out,Rajajinagar
44546,1,0,3.2,27,other,other,other,450,Dine-out,Rajajinagar
44547,1,0,3.3,4,other,Quick Bites,other,400,Dine-out,Rajajinagar
44548,1,0,2.8,9,other,other,other,250,Dine-out,Rajajinagar
44549,0,0,3.5,37,other,Quick Bites,Biryani,300,Dine-out,Rajajinagar
44550,0,0,3.3,5,other,Quick Bites,South Indian,300,Dine-out,Rajajinagar
44551,1,0,3.2,4,other,Quick Bites,Fast Food,200,Dine-out,Rajajinagar
44552,0,0,0.0,0,other,Quick Bites,South Indian,100,Dine-out,Rajajinagar
44553,0,0,0.0,0,other,Quick Bites,South Indian,150,Dine-out,Rajajinagar
44554,0,0,0.0,0,other,Quick Bites,other,200,Dine-out,Rajajinagar
44555,0,0,0.0,0,other,Quick Bites,Biryani,250,Dine-out,Rajajinagar
44556,0,0,0.0,0,other,Quick Bites,other,100,Dine-out,Rajajinagar
44557,0,0,0.0,0,other,Quick Bites,other,150,Dine-out,Rajajinagar
44558,1,0,0.0,0,other,Quick Bites,other,250,Dine-out,Rajajinagar
44559,1,0,3.2,9,other,Quick Bites,other,450,Dine-out,Rajajinagar
44560,0,0,3.1,37,other,Quick Bites,South Indian,300,Dine-out,Rajajinagar
44561,0,0,3.8,27,other,Quick Bites,South Indian,200,Dine-out,Rajajinagar
44562,0,0,3.1,12,other,Quick Bites,other,150,Dine-out,Rajajinagar
44563,0,0,3.2,4,other,Quick Bites,"North Indian, South Indian",400,Dine-out,Rajajinagar
44564,0,0,3.3,4,other,Quick Bites,South Indian,400,Dine-out,Rajajinagar
44565,0,0,3.2,4,other,Quick Bites,"North Indian, Chinese",300,Dine-out,Rajajinagar
44566,0,0,3.7,35,other,Quick Bites,South Indian,100,Dine-out,Rajajinagar
44567,1,0,3.7,33,other,Quick Bites,other,200,Dine-out,Rajajinagar
44568,0,0,3.3,4,other,Quick Bites,other,150,Dine-out,Rajajinagar
44569,0,0,3.4,4,other,Quick Bites,South Indian,400,Dine-out,Rajajinagar
44570,0,0,0.0,0,other,Quick Bites,South Indian,250,Dine-out,Rajajinagar
44571,0,0,3.3,5,other,Quick Bites,Biryani,300,Dine-out,Rajajinagar
44572,0,0,3.3,4,other,Quick Bites,South Indian,100,Dine-out,Rajajinagar
44573,0,0,3.2,4,other,Quick Bites,"South Indian, North Indian, Chinese",150,Dine-out,Rajajinagar
44574,0,0,3.4,10,other,Quick Bites,other,150,Dine-out,Rajajinagar
44575,0,0,0.0,0,other,Quick Bites,North Indian,150,Dine-out,Rajajinagar
44576,0,0,3.232387726934919,0,other,Quick Bites,other,300,Dine-out,Rajajinagar
44577,0,0,3.7,22,other,Quick Bites,South Indian,200,Dine-out,Rajajinagar
44578,1,0,3.8,268,other,Quick Bites,other,250,Dine-out,Rajajinagar
44579,1,0,3.5,108,other,Quick Bites,other,750,Dine-out,Rajajinagar
44580,1,0,3.6,28,other,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out,Rajajinagar
44581,1,0,3.5,141,other,Quick Bites,other,400,Dine-out,Rajajinagar
44582,1,0,2.8,5,other,Quick Bites,Fast Food,200,Dine-out,Rajajinagar
44583,1,0,4.1,344,other,Quick Bites,"North Indian, South Indian, Chinese",350,Dine-out,Rajajinagar
44584,1,0,3.4,22,other,Quick Bites,other,300,Dine-out,Rajajinagar
44585,1,0,3.9,53,other,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out,Rajajinagar
44586,1,0,3.8,209,other,Quick Bites,other,450,Dine-out,Rajajinagar
44587,1,0,3.2,69,other,other,South Indian,500,Dine-out,Rajajinagar
44588,1,1,4.4,1026,other,Casual Dining,other,800,Dine-out,Rajajinagar
44589,1,1,4.3,397,other,other,other,600,Dine-out,Rajajinagar
44590,1,0,4.1,245,other,Casual Dining,other,600,Dine-out,Rajajinagar
44591,0,0,3.9,175,other,Quick Bites,other,350,Dine-out,Rajajinagar
44592,0,0,3.8,180,other,Quick Bites,Biryani,300,Dine-out,Rajajinagar
44593,1,0,3.6,110,other,Casual Dining,other,500,Dine-out,Rajajinagar
44594,1,0,3.8,74,other,Casual Dining,other,400,Dine-out,Rajajinagar
44595,1,0,3.7,68,other,Casual Dining,"North Indian, Chinese",500,Dine-out,Rajajinagar
44596,0,1,3.9,96,other,other,other,1200,Dine-out,Rajajinagar
44597,1,1,3.1,405,other,"Casual Dining, Bar",other,800,Dine-out,Rajajinagar
44598,0,0,3.7,30,other,Quick Bites,other,300,Dine-out,Rajajinagar
44599,0,0,3.232387726934919,0,other,Casual Dining,other,600,Dine-out,Rajajinagar
44600,0,0,4.0,178,other,Casual Dining,"Chinese, North Indian",750,Dine-out,Rajajinagar
44601,1,0,3.2,123,other,Casual Dining,other,750,Dine-out,Rajajinagar
44602,0,0,3.7,239,other,other,other,600,Dine-out,Rajajinagar
44603,1,0,3.6,99,other,Cafe,other,500,Dine-out,Rajajinagar
44604,1,0,3.8,285,other,Casual Dining,other,800,Dine-out,Rajajinagar
44605,1,0,3.7,18,other,other,"Mithai, Street Food",400,Dine-out,Rajajinagar
44606,1,0,2.9,37,other,Cafe,other,900,Dine-out,Rajajinagar
44607,0,0,3.6,23,other,"Casual Dining, Bar",other,1200,Dine-out,Rajajinagar
44608,1,0,3.6,74,other,Casual Dining,other,450,Dine-out,Rajajinagar
44609,0,0,3.1,61,other,Casual Dining,"North Indian, South Indian, Chinese",600,Dine-out,Rajajinagar
44610,0,0,0.0,0,other,Casual Dining,"South Indian, North Indian, Chinese",650,Dine-out,Rajajinagar
44611,0,0,3.5,49,other,other,other,250,Dine-out,Rajajinagar
44612,1,0,3.8,373,other,Quick Bites,other,400,Dine-out,Rajajinagar
44613,0,0,4.0,407,other,Quick Bites,other,400,Dine-out,Rajajinagar
44614,0,0,3.9,66,other,Quick Bites,South Indian,300,Dine-out,Rajajinagar
44615,1,0,3.8,75,other,Quick Bites,South Indian,200,Dine-out,Rajajinagar
44616,1,0,2.9,136,other,Quick Bites,other,500,Dine-out,Rajajinagar
44617,0,0,3.7,43,other,Quick Bites,South Indian,150,Dine-out,Rajajinagar
44618,1,0,3.8,65,other,Quick Bites,other,200,Dine-out,Rajajinagar
44619,0,0,3.2,46,other,Quick Bites,other,350,Dine-out,Rajajinagar
44620,1,0,3.5,40,other,Quick Bites,other,500,Dine-out,Rajajinagar
44621,1,0,0.0,0,other,Quick Bites,Fast Food,150,Dine-out,Rajajinagar
44622,1,0,3.6,42,other,Quick Bites,other,300,Dine-out,Rajajinagar
44623,0,0,3.5,7,other,Quick Bites,other,100,Dine-out,Rajajinagar
44624,0,0,3.2,11,other,Quick Bites,Biryani,300,Dine-out,Rajajinagar
44625,1,0,0.0,0,other,Quick Bites,South Indian,100,Dine-out,Rajajinagar
44626,0,0,3.9,57,other,Quick Bites,Desserts,600,Dine-out,Rajajinagar
44627,0,0,3.232387726934919,0,other,Quick Bites,Fast Food,300,Dine-out,Rajajinagar
44628,0,0,0.0,0,other,Quick Bites,Biryani,300,Dine-out,Rajajinagar
44629,1,0,3.4,77,other,Quick Bites,Biryani,400,Dine-out,Rajajinagar
44630,1,0,0.0,0,other,Quick Bites,South Indian,200,Dine-out,Rajajinagar
44631,1,0,3.2,7,other,Quick Bites,other,400,Dine-out,Rajajinagar
44632,0,0,0.0,0,other,Quick Bites,Fast Food,250,Dine-out,Rajajinagar
44633,0,0,0.0,0,other,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out,Rajajinagar
44634,1,0,3.5,9,other,Quick Bites,other,200,Dine-out,Rajajinagar
44635,0,0,3.8,51,other,Quick Bites,Fast Food,200,Dine-out,Rajajinagar
44636,0,0,3.0,12,other,Quick Bites,South Indian,200,Dine-out,Rajajinagar
44637,0,0,3.3,4,other,Quick Bites,Biryani,200,Dine-out,Rajajinagar
44638,0,0,3.2,4,other,Quick Bites,Biryani,300,Dine-out,Rajajinagar
44639,0,0,3.2,4,other,Quick Bites,other,150,Dine-out,Rajajinagar
44640,1,0,3.7,162,other,Quick Bites,"North Indian, Chinese",400,Dine-out,Rajajinagar
44641,0,1,4.1,4781,other,other,other,2600,Dine-out,Rajajinagar
44642,1,1,4.9,1985,other,Casual Dining,other,2000,Dine-out,Rajajinagar
44643,0,0,4.3,2324,other,other,other,1800,Dine-out,Rajajinagar
44644,0,1,4.3,968,other,other,other,2000,Dine-out,Rajajinagar
44645,0,1,4.5,420,other,Casual Dining,other,1200,Dine-out,Rajajinagar
44646,0,1,4.8,1367,other,Casual Dining,other,1300,Dine-out,Rajajinagar
44647,0,1,4.2,566,other,other,other,2500,Dine-out,Rajajinagar
44648,1,1,4.5,1157,other,Casual Dining,Chinese,1700,Dine-out,Rajajinagar
44649,1,1,4.8,6470,other,"Casual Dining, Bar",other,1400,Dine-out,Rajajinagar
44650,1,1,4.0,610,other,Casual Dining,North Indian,1000,Dine-out,Rajajinagar
44651,1,0,4.5,789,other,Casual Dining,other,1000,Dine-out,Rajajinagar
44652,1,1,4.3,1103,other,Casual Dining,other,1500,Dine-out,Rajajinagar
44653,1,0,4.2,1734,other,other,other,1400,Dine-out,Rajajinagar
44654,0,0,4.1,218,other,Casual Dining,other,800,Dine-out,Rajajinagar
44655,1,0,4.8,4421,other,Quick Bites,South Indian,150,Dine-out,Rajajinagar
44656,0,0,4.0,777,other,other,other,1400,Dine-out,Rajajinagar
44657,0,1,4.2,167,other,other,other,1400,Dine-out,Rajajinagar
44658,1,1,4.2,471,other,"Casual Dining, Bar",other,1200,Dine-out,Rajajinagar
44659,1,0,4.1,317,other,Casual Dining,other,1200,Dine-out,Rajajinagar
44660,1,0,4.1,274,other,Cafe,other,600,Dine-out,Rajajinagar
44661,1,0,4.1,80,other,Cafe,Cafe,500,Dine-out,Rajajinagar
44662,0,0,4.2,493,other,Casual Dining,other,1500,Dine-out,Rajajinagar
44663,0,1,4.3,1145,other,Casual Dining,"North Indian, South Indian",1100,Dine-out,Rajajinagar
44664,0,0,4.1,742,other,other,other,1500,Dine-out,Rajajinagar
44665,0,1,4.1,405,other,other,other,1500,Dine-out,Rajajinagar
44666,1,0,4.0,1196,other,Quick Bites,"South Indian, North Indian, Chinese",250,Dine-out,Rajajinagar
44667,1,1,4.1,664,other,other,other,1100,Dine-out,Rajajinagar
44668,1,0,3.8,324,other,Casual Dining,other,650,Dine-out,Rajajinagar
44669,0,1,4.0,569,other,Casual Dining,"North Indian, South Indian",1000,Dine-out,Rajajinagar
44670,1,0,4.2,290,other,other,other,700,Dine-out,Rajajinagar
44671,1,0,4.2,506,other,Cafe,other,500,Dine-out,Rajajinagar
44672,1,0,4.2,128,other,Quick Bites,South Indian,100,Dine-out,Rajajinagar
44673,0,0,3.8,32,other,Cafe,Cafe,600,Dine-out,Rajajinagar
44674,0,0,3.6,10,other,Casual Dining,other,400,Dine-out,Rajajinagar
44675,0,0,3.9,117,other,Casual Dining,"Chinese, North Indian",500,Dine-out,Rajajinagar
44676,1,0,4.1,444,other,Casual Dining,other,600,Dine-out,Rajajinagar
44677,0,0,4.2,613,other,Casual Dining,other,500,Dine-out,Rajajinagar
44678,0,0,4.3,356,other,Quick Bites,other,300,Dine-out,Rajajinagar
44679,0,1,3.7,96,other,other,other,1100,Dine-out,Rajajinagar
44680,1,0,3.9,358,other,Casual Dining,"North Indian, South Indian, Chinese",850,Dine-out,Rajajinagar
44681,0,1,4.2,246,other,other,other,2500,Dine-out,Rajajinagar
44682,1,0,4.2,144,other,Quick Bites,other,250,Dine-out,Rajajinagar
44683,0,0,3.8,128,other,Casual Dining,other,600,Dine-out,Rajajinagar
44684,0,0,4.1,1189,other,Casual Dining,other,1500,Dine-out,Rajajinagar
44685,1,0,4.1,327,other,other,South Indian,150,Dine-out,Rajajinagar
44686,1,0,3.8,36,other,Casual Dining,other,700,Dine-out,Rajajinagar
44687,0,0,4.0,151,other,Casual Dining,other,700,Dine-out,Rajajinagar
44688,1,1,4.2,167,other,Casual Dining,other,1100,Dine-out,Rajajinagar
44689,0,0,3.8,76,other,Quick Bites,South Indian,200,Dine-out,Rajajinagar
44690,1,0,3.9,81,other,Casual Dining,other,600,Dine-out,Rajajinagar
44691,1,0,3.8,136,other,Casual Dining,other,450,Dine-out,Rajajinagar
44692,1,0,4.0,344,other,Quick Bites,other,350,Dine-out,Rajajinagar
44693,0,0,4.1,62,other,Casual Dining,"North Indian, South Indian, Chinese",450,Dine-out,Rajajinagar
44694,0,0,4.2,600,other,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out,Rajajinagar
44695,0,0,4.1,750,other,Quick Bites,South Indian,150,Dine-out,Rajajinagar
44696,0,0,3.9,40,other,Quick Bites,other,400,Dine-out,Rajajinagar
44697,1,0,3.8,86,other,Casual Dining,other,600,Dine-out,Rajajinagar
44698,1,0,4.0,152,other,Casual Dining,North Indian,600,Dine-out,Rajajinagar
44699,1,0,4.3,85,other,Quick Bites,South Indian,200,Dine-out,Rajajinagar
44700,1,0,3.9,66,other,Quick Bites,other,150,Dine-out,Rajajinagar
44701,0,0,4.0,212,other,Quick Bites,North Indian,250,Dine-out,Rajajinagar
44702,1,0,3.5,250,other,Quick Bites,other,300,Dine-out,Rajajinagar
44703,0,0,2.9,86,other,Casual Dining,"Chinese, North Indian",450,Dine-out,Rajajinagar
44704,0,0,3.9,61,other,Quick Bites,other,200,Dine-out,Rajajinagar
44705,1,0,4.0,173,other,Quick Bites,other,300,Dine-out,Rajajinagar
44706,0,0,4.2,124,other,other,other,400,Dine-out,Rajajinagar
44707,1,0,3.8,21,other,Casual Dining,other,400,Dine-out,Rajajinagar
44708,0,0,4.2,62,other,Quick Bites,other,350,Dine-out,Rajajinagar
44709,1,0,3.8,220,other,Quick Bites,other,400,Dine-out,Rajajinagar
44710,0,0,3.5,17,other,other,other,300,Dine-out,Rajajinagar
44711,0,0,3.232387726934919,0,other,other,Biryani,200,Dine-out,Rajajinagar
44712,0,1,3.7,77,other,other,other,2000,Dine-out,Rajajinagar
44713,1,0,3.9,35,other,Quick Bites,South Indian,300,Dine-out,Rajajinagar
44714,1,0,3.9,462,other,Quick Bites,other,200,Dine-out,Rajajinagar
44715,1,0,3.6,7,other,Casual Dining,"South Indian, North Indian, Chinese",500,Dine-out,Rajajinagar
44716,1,0,3.6,41,other,Quick Bites,other,400,Dine-out,Rajajinagar
44717,1,0,3.2,9,other,Quick Bites,other,300,Dine-out,Rajajinagar
44718,0,1,3.8,59,other,Casual Dining,"North Indian, South Indian, Chinese",700,Dine-out,Rajajinagar
44719,1,0,3.4,5,other,Quick Bites,other,150,Dine-out,Rajajinagar
44720,1,0,3.9,441,other,Quick Bites,other,250,Dine-out,Rajajinagar
44721,1,0,3.8,93,other,Quick Bites,South Indian,350,Dine-out,Rajajinagar
44722,1,0,3.9,284,other,other,other,400,Dine-out,Rajajinagar
44723,0,0,3.1,116,other,other,other,600,Dine-out,Rajajinagar
44724,1,0,3.5,19,other,Casual Dining,other,500,Dine-out,Rajajinagar
44725,0,1,3.7,113,other,Casual Dining,other,1000,Dine-out,Rajajinagar
44726,1,0,3.2,9,other,other,other,500,Dine-out,Rajajinagar
44727,0,0,4.2,62,other,Quick Bites,other,200,Dine-out,Rajajinagar
44728,1,0,4.1,56,other,Quick Bites,South Indian,100,Dine-out,Rajajinagar
44729,1,0,3.9,72,other,Cafe,other,500,Dine-out,Rajajinagar
44730,1,0,3.9,252,other,Cafe,other,400,Dine-out,Rajajinagar
44731,1,0,3.0,81,other,Quick Bites,North Indian,750,Dine-out,Rajajinagar
44732,0,0,4.0,52,other,Quick Bites,other,250,Dine-out,Rajajinagar
44733,0,0,3.8,34,other,Casual Dining,other,600,Dine-out,Rajajinagar
44734,0,0,3.6,101,other,Casual Dining,"South Indian, North Indian, Chinese",500,Dine-out,Rajajinagar
44735,1,0,2.9,57,other,Quick Bites,other,600,Dine-out,Rajajinagar
44736,1,0,3.4,10,other,Dessert Parlor,other,300,Dine-out,Rajajinagar
44737,0,0,3.7,49,other,Quick Bites,Biryani,300,Dine-out,Rajajinagar
44738,1,0,3.9,115,other,Quick Bites,other,200,Dine-out,Rajajinagar
44739,1,0,3.6,70,other,Casual Dining,other,800,Dine-out,Rajajinagar
44740,0,0,3.5,7,other,Quick Bites,South Indian,200,Dine-out,Rajajinagar
44741,0,0,2.9,57,other,Quick Bites,North Indian,300,Dine-out,Rajajinagar
44742,1,0,3.7,89,other,other,other,500,Dine-out,Rajajinagar
44743,1,0,3.9,87,other,Quick Bites,other,200,Dine-out,Rajajinagar
44744,1,0,3.8,59,other,Quick Bites,other,300,Dine-out,Rajajinagar
44745,0,0,3.232387726934919,0,other,Quick Bites,South Indian,200,Dine-out,Rajajinagar
44746,1,0,3.7,98,other,Casual Dining,other,550,Dine-out,Rajajinagar
44747,0,0,3.4,9,other,Quick Bites,South Indian,300,Dine-out,Rajajinagar
44748,0,0,3.3,6,other,Quick Bites,"South Indian, North Indian, Chinese",250,Dine-out,Rajajinagar
44749,1,0,3.6,15,other,Quick Bites,other,300,Dine-out,Rajajinagar
44750,1,0,4.2,470,other,other,South Indian,300,Dine-out,Rajajinagar
44751,0,0,3.7,24,other,Casual Dining,"North Indian, South Indian, Chinese",500,Dine-out,Rajajinagar
44752,0,0,3.9,47,other,Quick Bites,other,300,Dine-out,Rajajinagar
44753,0,0,3.7,28,other,Casual Dining,other,1000,Dine-out,Rajajinagar
44754,1,0,4.0,58,other,other,other,300,Dine-out,Rajajinagar
44755,1,0,3.4,37,other,Quick Bites,other,500,Dine-out,Rajajinagar
44756,0,0,2.9,11,other,Quick Bites,other,400,Dine-out,Rajajinagar
44757,0,0,3.7,55,other,Casual Dining,other,1400,Dine-out,Rajajinagar
44758,0,0,3.6,14,other,Quick Bites,other,400,Dine-out,Rajajinagar
44759,1,0,3.7,30,other,Quick Bites,South Indian,300,Dine-out,Rajajinagar
44760,0,0,3.9,46,other,Quick Bites,South Indian,100,Dine-out,Rajajinagar
44761,0,0,3.7,21,other,Quick Bites,Biryani,300,Dine-out,Rajajinagar
44762,1,0,3.2,37,other,Quick Bites,other,200,Dine-out,Rajajinagar
44763,0,0,3.2,15,other,Casual Dining,"North Indian, South Indian",800,Dine-out,Rajajinagar
44764,0,0,3.0,21,other,Casual Dining,other,700,Dine-out,Rajajinagar
44765,0,0,2.9,35,other,"Casual Dining, Bar",other,800,Dine-out,Rajajinagar
44766,0,0,3.5,7,other,Cafe,Cafe,1000,Dine-out,Rajajinagar
44767,0,0,3.4,10,other,other,other,900,Dine-out,Rajajinagar
44768,0,0,3.2,5,other,Quick Bites,"South Indian, North Indian, Chinese",250,Dine-out,Rajajinagar
44769,0,0,0.0,0,other,Cafe,Cafe,600,Dine-out,Rajajinagar
44770,0,0,3.3,4,other,Casual Dining,other,1500,Dine-out,Rajajinagar
44771,1,0,4.1,166,other,Dessert Parlor,other,400,Dine-out,Rajajinagar
44772,0,0,3.7,20,other,Quick Bites,other,500,Dine-out,Rajajinagar
44773,1,0,3.8,13,other,Quick Bites,other,400,Dine-out,Rajajinagar
44774,0,0,3.7,33,other,Casual Dining,other,650,Dine-out,Rajajinagar
44775,0,0,0.0,0,other,Cafe,Cafe,300,Dine-out,Rajajinagar
44776,0,0,0.0,0,other,other,other,200,Dine-out,Rajajinagar
44777,0,0,3.6,14,other,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Rajajinagar
44778,0,0,3.3,6,other,Casual Dining,other,700,Dine-out,Rajajinagar
44779,0,0,3.3,13,other,other,South Indian,200,Dine-out,Rajajinagar
44780,1,0,3.7,100,other,Quick Bites,"North Indian, Chinese",400,Dine-out,Rajajinagar
44781,1,0,3.2,9,other,other,North Indian,500,Dine-out,Rajajinagar
44782,1,0,2.9,23,other,other,Chinese,300,Dine-out,Rajajinagar
44783,0,0,3.3,47,other,Quick Bites,other,300,Dine-out,Rajajinagar
44784,1,0,0.0,0,other,Quick Bites,other,300,Dine-out,Rajajinagar
44785,0,0,3.3,8,other,other,other,1000,Dine-out,Rajajinagar
44786,0,0,3.3,6,other,Casual Dining,"North Indian, South Indian, Chinese",600,Dine-out,Rajajinagar
44787,0,0,3.2,11,other,Casual Dining,other,450,Dine-out,Rajajinagar
44788,0,0,3.6,27,other,other,other,1000,Dine-out,Rajajinagar
44789,1,0,2.4,71,other,other,other,500,Dine-out,Rajajinagar
44790,0,0,3.4,5,other,other,other,400,Dine-out,Rajajinagar
44791,0,0,3.5,11,other,Quick Bites,Fast Food,250,Dine-out,Rajajinagar
44792,0,0,0.0,0,other,Quick Bites,"North Indian, South Indian, Chinese",350,Dine-out,Rajajinagar
